activity_degree;ethnicity;date;geography;geography_type;gender;age;value;sample_size
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-74;55.3;960
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-74;54.7;959
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-74;49.6;1017
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16-74;54.6;179
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16-74;537.892.489;203
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16-74;50.6;160
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16-74;57.7;178
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-74;66.2;138
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-74;61.1;149
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-74;48.6;157
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16-74;75.6;760
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16-74;677.094.907;772
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16-74;76.4;737
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16-74;72;692
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-74;74.4;727
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-74;75.1;689
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-74;68.9;724
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;25-34;68.3;2183
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;25-34;667.679.463;2250
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;25-34;69.9;2669
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;25-34;65.8;2604
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;25-34;68.3;2403
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;25-34;67;2228
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;25-34;65.8;2291
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;35-44;66.2;2780
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;35-44;628.950.391;2713
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;35-44;63.9;2694
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;35-44;65.1;2958
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;35-44;64.8;2802
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;35-44;62.6;2723
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;35-44;60.4;2609
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;45-54;64.6;1859
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;45-54;664.969.112;1752
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;45-54;63.5;1541
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;45-54;64.7;1613
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;45-54;66.8;1555
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;45-54;65.3;1597
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;45-54;63.4;1634
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;55-64;66.6;1237
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;55-64;674.380.583;1175
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;55-64;59.1;1081
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;55-64;63;1122
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;55-64;66.9;1056
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;55-64;67.9;1199
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;55-64;66.2;1120
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;65-74;63.9;888
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;65-74;650.973.963;930
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;65-74;56;852
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;65-74;58.2;789
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;65-74;58.9;860
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;65-74;63.4;821
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;65-74;60.6;831
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;75+;43.7;444
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;75+;456.457.619;462
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;75+;38.8;397
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;75+;37.8;383
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;75+;39.6;357
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;75+;40.5;365
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;75+;46.5;391
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;Female;16+;65.9;6014
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;Female;16+;656.364.836;6001
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;Female;16+;65.1;5903
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;Female;16+;63.9;6128
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;Female;16+;66.4;5739
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;Female;16+;65.5;5722
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;Female;16+;63.4;5703
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;Male;16+;67.6;4003
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;Male;16+;644.132.145;4004
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;Male;16+;66.6;3988
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;Male;16+;66.8;4054
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;Male;16+;67.2;3916
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;Male;16+;65;3887
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;Male;16+;63.6;3833
active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;Other Gender;16+;?;?
active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;Other Gender;16+;?;?
active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;Other Gender;16+;?;?
active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;Other Gender;16+;?;?
active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;Other Gender;16+;?;?
active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;Other Gender;16+;?;?
active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;Other gender;16+;78;70
active;Any Other White Background;Nov 2021 to Nov 2022;London;Region;All;16+;69.4;2565
active;Any Other White Background;Nov 2020 to Nov 2021;London;Region;All;16+;686.319.304;2572
active;Any Other White Background;Nov 2015 to Nov 2016;London;Region;All;16+;68.9;2855
active;Any Other White Background;Nov 2016 to Nov 2017;London;Region;All;16+;66.1;2845
active;Any Other White Background;Nov 2017 to Nov 2018;London;Region;All;16+;68.6;2531
active;Any Other White Background;Nov 2018 to Nov 2019;London;Region;All;16+;68.2;2431
active;Any Other White Background;Nov 2019 to Nov 2020;London;Region;All;16+;66.9;2584
active;Any Other White Background;Nov 2021 to Nov 2022;North East;Region;All;16+;64;203
active;Any Other White Background;Nov 2020 to Nov 2021;North East;Region;All;16+;552.181.414;211
active;Any Other White Background;Nov 2015 to Nov 2016;North East;Region;All;16+;65.8;211
active;Any Other White Background;Nov 2016 to Nov 2017;North East;Region;All;16+;61.4;202
active;Any Other White Background;Nov 2017 to Nov 2018;North East;Region;All;16+;69.9;187
active;Any Other White Background;Nov 2018 to Nov 2019;North East;Region;All;16+;65.2;215
active;Any Other White Background;Nov 2019 to Nov 2020;North East;Region;All;16+;61.9;213
active;Any Other White Background;Nov 2021 to Nov 2022;North West;Region;All;16+;65.8;1063
active;Any Other White Background;Nov 2020 to Nov 2021;North West;Region;All;16+;614.577.374;1011
active;Any Other White Background;Nov 2015 to Nov 2016;North West;Region;All;16+;67.9;904
active;Any Other White Background;Nov 2016 to Nov 2017;North West;Region;All;16+;65.6;953
active;Any Other White Background;Nov 2017 to Nov 2018;North West;Region;All;16+;65.6;996
active;Any Other White Background;Nov 2018 to Nov 2019;North West;Region;All;16+;65.6;1022
active;Any Other White Background;Nov 2019 to Nov 2020;North West;Region;All;16+;61.1;964
active;Any Other White Background;Nov 2021 to Nov 2022;South East;Region;All;16+;67.6;1965
active;Any Other White Background;Nov 2020 to Nov 2021;South East;Region;All;16+;655.655.258;2010
active;Any Other White Background;Nov 2015 to Nov 2016;South East;Region;All;16+;64.5;1945
active;Any Other White Background;Nov 2016 to Nov 2017;South East;Region;All;16+;66.3;2142
active;Any Other White Background;Nov 2017 to Nov 2018;South East;Region;All;16+;70.4;1868
active;Any Other White Background;Nov 2018 to Nov 2019;South East;Region;All;16+;67;1905
active;Any Other White Background;Nov 2019 to Nov 2020;South East;Region;All;16+;62.8;1917
active;Any Other White Background;Nov 2021 to Nov 2022;South West;Region;All;16+;69;761
active;Any Other White Background;Nov 2020 to Nov 2021;South West;Region;All;16+;660.686.422;702
active;Any Other White Background;Nov 2015 to Nov 2016;South West;Region;All;16+;68.1;764
active;Any Other White Background;Nov 2016 to Nov 2017;South West;Region;All;16+;69.7;781
active;Any Other White Background;Nov 2017 to Nov 2018;South West;Region;All;16+;69.2;785
active;Any Other White Background;Nov 2018 to Nov 2019;South West;Region;All;16+;66;757
active;Any Other White Background;Nov 2019 to Nov 2020;South West;Region;All;16+;64.6;639
active;Any Other White Background;Nov 2021 to Nov 2022;West Midlands;Region;All;16+;57.6;825
active;Any Other White Background;Nov 2020 to Nov 2021;West Midlands;Region;All;16+;612.270.338;707
active;Any Other White Background;Nov 2015 to Nov 2016;West Midlands;Region;All;16+;58.6;604
active;Any Other White Background;Nov 2016 to Nov 2017;West Midlands;Region;All;16+;63.7;625
active;Any Other White Background;Nov 2017 to Nov 2018;West Midlands;Region;All;16+;64.7;644
active;Any Other White Background;Nov 2018 to Nov 2019;West Midlands;Region;All;16+;58.6;565
active;Any Other White Background;Nov 2019 to Nov 2020;West Midlands;Region;All;16+;58.4;596
active;Any Other White Background;Nov 2020 to Nov 2021;Yorkshire And The Humber;Region;All;16+;629.141.017;528
active;Any Other White Background;Nov 2015 to Nov 2016;Yorkshire And The Humber;Region;All;16+;64.3;400
active;Any Other White Background;Nov 2016 to Nov 2017;Yorkshire And The Humber;Region;All;16+;66;388
active;Any Other White Background;Nov 2017 to Nov 2018;Yorkshire And The Humber;Region;All;16+;57.3;414
active;Any Other White Background;Nov 2018 to Nov 2019;Yorkshire And The Humber;Region;All;16+;67;542
active;Any Other White Background;Nov 2019 to Nov 2020;Yorkshire And The Humber;Region;All;16+;59.7;493
active;Any Other White Background;Nov 2021 to Nov 2022;Yorkshire and the Humber;Region;All;16+;62.7;541
active;Other;Nov 2021 to Nov 2022;East;Region;All;16+;55.8;158
active;Other;Nov 2020 to Nov 2021;East;Region;All;16+;371.727.786;128
active;Other;Nov 2015 to Nov 2016;East;Region;All;16+;58.3;144
active;Other;Nov 2016 to Nov 2017;East;Region;All;16+;59.2;148
active;Other;Nov 2017 to Nov 2018;East;Region;All;16+;50.6;154
active;Other;Nov 2018 to Nov 2019;East;Region;All;16+;57.4;151
active;Other;Nov 2019 to Nov 2020;East;Region;All;16+;50.8;151
active;Other;Nov 2021 to Nov 2022;East Midlands;Region;All;16+;40.7;96
active;Other;Nov 2020 to Nov 2021;East Midlands;Region;All;16+;431.796.492;108
active;Other;Nov 2015 to Nov 2016;East Midlands;Region;All;16+;59.5;112
active;Other;Nov 2016 to Nov 2017;East Midlands;Region;All;16+;42.9;97
active;Other;Nov 2017 to Nov 2018;East Midlands;Region;All;16+;57;90
active;Other;Nov 2018 to Nov 2019;East Midlands;Region;All;16+;65.6;93
active;Other;Nov 2019 to Nov 2020;East Midlands;Region;All;16+;43.2;90
active;Other;Nov 2021 to Nov 2022;England;Country;All;16+;54.7;1516
active;Other;Nov 2020 to Nov 2021;England;Country;All;16+;529.678.804;1458
active;Other;Nov 2015 to Nov 2016;England;Country;All;16+;56.8;1500
active;Other;Nov 2016 to Nov 2017;England;Country;All;16+;56.6;1475
active;Other;Nov 2017 to Nov 2018;England;Country;All;16+;56.4;1275
active;Other;Nov 2018 to Nov 2019;England;Country;All;16+;60.9;1312
active;Other;Nov 2019 to Nov 2020;England;Country;All;16+;53.3;1418
active;Other;Nov 2021 to Nov 2022;England;Country;All;16-24;57.7;171
active;Other;Nov 2020 to Nov 2021;England;Country;All;16-24;627.123.093;168
active;Other;Nov 2015 to Nov 2016;England;Country;All;16-24;74.1;140
active;Other;Nov 2016 to Nov 2017;England;Country;All;16-24;67;141
active;Other;Nov 2017 to Nov 2018;England;Country;All;16-24;70;113
active;Other;Nov 2018 to Nov 2019;England;Country;All;16-24;68.6;132
active;Other;Nov 2019 to Nov 2020;England;Country;All;16-24;59.9;161
active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;62.5;767
active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;58.662.213;695
active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;62.3;643
active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;61.2;696
active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;62.6;620
active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;66.3;662
active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;61.6;705
active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;46.2;231
active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;531.034.431;239
active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;58.8;280
active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;60.2;249
active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;57.6;221
active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;60.8;239
active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;52;265
active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;41.1;147
active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;509.024.464;136
active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;55.1;156
active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;45.1;153
active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;53.5;129
active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;51.7;110
active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;57.4;118
active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;54.6;95
active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;339.136.795;105
active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;51.1;110
active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;43.8;114
active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;45.7;90
active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;?;?
active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;32.6;85
active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;59.4;199
active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;581.340.592;220
active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;59.4;245
active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;66.4;213
active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;59.5;177
active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;69.8;173
active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;51.7;196
active;Other;Nov 2021 to Nov 2022;England;Country;All;25-34;64.3;270
active;Other;Nov 2020 to Nov 2021;England;Country;All;25-34;548.680.745;251
active;Other;Nov 2015 to Nov 2016;England;Country;All;25-34;61.2;299
active;Other;Nov 2016 to Nov 2017;England;Country;All;25-34;63.5;278
active;Other;Nov 2017 to Nov 2018;England;Country;All;25-34;58.1;214
active;Other;Nov 2018 to Nov 2019;England;Country;All;25-34;66.3;226
active;Other;Nov 2019 to Nov 2020;England;Country;All;25-34;59.2;259
active;Other;Nov 2021 to Nov 2022;England;Country;All;35-44;51.3;321
active;Other;Nov 2020 to Nov 2021;England;Country;All;35-44;534.970.065;350
active;Other;Nov 2015 to Nov 2016;England;Country;All;35-44;57;408
active;Other;Nov 2016 to Nov 2017;England;Country;All;35-44;51.3;405
active;Other;Nov 2017 to Nov 2018;England;Country;All;35-44;53.1;344
active;Other;Nov 2018 to Nov 2019;England;Country;All;35-44;57.7;323
active;Other;Nov 2019 to Nov 2020;England;Country;All;35-44;46.7;340
active;Other;Nov 2021 to Nov 2022;England;Country;All;45-54;46.9;286
active;Other;Nov 2020 to Nov 2021;England;Country;All;45-54;482.358.281;293
active;Other;Nov 2015 to Nov 2016;England;Country;All;45-54;47.1;254
active;Other;Nov 2016 to Nov 2017;England;Country;All;45-54;49.8;272
active;Other;Nov 2017 to Nov 2018;England;Country;All;45-54;60;259
active;Other;Nov 2018 to Nov 2019;England;Country;All;45-54;56.7;255
active;Other;Nov 2019 to Nov 2020;England;Country;All;45-54;51.9;291
active;Other;Nov 2021 to Nov 2022;England;Country;All;55-64;56.7;203
active;Other;Nov 2020 to Nov 2021;England;Country;All;55-64;457.699.348;198
active;Other;Nov 2015 to Nov 2016;England;Country;All;55-64;55.9;199
active;Other;Nov 2016 to Nov 2017;England;Country;All;55-64;53;183
active;Other;Nov 2017 to Nov 2018;England;Country;All;55-64;52;176
active;Other;Nov 2018 to Nov 2019;England;Country;All;55-64;57.9;190
active;Other;Nov 2019 to Nov 2020;England;Country;All;55-64;51.3;186
active;Other;Nov 2021 to Nov 2022;England;Country;All;65-74;56.1;182
active;Other;Nov 2020 to Nov 2021;England;Country;All;65-74;58.618.339;129
active;Other;Nov 2015 to Nov 2016;England;Country;All;65-74;42.1;134
active;Other;Nov 2016 to Nov 2017;England;Country;All;65-74;60.6;128
active;Other;Nov 2017 to Nov 2018;England;Country;All;65-74;51.8;118
active;Other;Nov 2018 to Nov 2019;England;Country;All;65-74;55.6;122
active;Other;Nov 2019 to Nov 2020;England;Country;All;65-74;54.9;129
active;Other;Nov 2021 to Nov 2022;England;Country;All;75+;41.8;77
active;Other;Nov 2020 to Nov 2021;England;Country;All;75+;?;?
active;Other;Nov 2015 to Nov 2016;England;Country;All;75+;?;56
active;Other;Nov 2016 to Nov 2017;England;Country;All;75+;?;50
active;Other;Nov 2017 to Nov 2018;England;Country;All;75+;?;?
active;Other;Nov 2018 to Nov 2019;England;Country;All;75+;?;?
active;Other;Nov 2019 to Nov 2020;England;Country;All;75+;?;?
active;Other;Nov 2021 to Nov 2022;England;Country;Female;16+;49.4;800
active;Other;Nov 2020 to Nov 2021;England;Country;Female;16+;540.528.296;813
active;Other;Nov 2015 to Nov 2016;England;Country;Female;16+;56.4;835
active;Other;Nov 2016 to Nov 2017;England;Country;Female;16+;52.8;843
active;Other;Nov 2017 to Nov 2018;England;Country;Female;16+;55.3;746
active;Other;Nov 2018 to Nov 2019;England;Country;Female;16+;56.6;737
active;Other;Nov 2019 to Nov 2020;England;Country;Female;16+;51.9;769
active;Other;Nov 2021 to Nov 2022;England;Country;Male;16+;60;700
active;Other;Nov 2020 to Nov 2021;England;Country;Male;16+;51.979.385;633
active;Other;Nov 2015 to Nov 2016;England;Country;Male;16+;57.4;664
active;Other;Nov 2016 to Nov 2017;England;Country;Male;16+;60.8;629
active;Other;Nov 2017 to Nov 2018;England;Country;Male;16+;57.5;527
active;Other;Nov 2018 to Nov 2019;England;Country;Male;16+;66.1;561
active;Other;Nov 2019 to Nov 2020;England;Country;Male;16+;55;638
active;Other;Nov 2020 to Nov 2021;England;Country;Other Gender;16+;?;?
active;Other;Nov 2015 to Nov 2016;England;Country;Other Gender;16+;?;?
active;Other;Nov 2016 to Nov 2017;England;Country;Other Gender;16+;?;?
active;Other;Nov 2017 to Nov 2018;England;Country;Other Gender;16+;?;?
active;Other;Nov 2018 to Nov 2019;England;Country;Other Gender;16+;?;?
active;Other;Nov 2019 to Nov 2020;England;Country;Other Gender;16+;?;?
active;Other;Nov 2021 to Nov 2022;England;Country;Other gender;16+;?;?
active;Other;Nov 2021 to Nov 2022;London;Region;All;16+;57.3;462
active;Other;Nov 2020 to Nov 2021;London;Region;All;16+;544.013.817;475
active;Other;Nov 2015 to Nov 2016;London;Region;All;16+;55.6;529
active;Other;Nov 2016 to Nov 2017;London;Region;All;16+;59.2;488
active;Other;Nov 2017 to Nov 2018;London;Region;All;16+;56.4;396
active;Other;Nov 2018 to Nov 2019;London;Region;All;16+;61.7;443
active;Other;Nov 2019 to Nov 2020;London;Region;All;16+;55.7;468
active;Other;Nov 2021 to Nov 2022;North East;Region;All;16+;?;?
active;Other;Nov 2020 to Nov 2021;North East;Region;All;16+;?;?
active;Other;Nov 2015 to Nov 2016;North East;Region;All;16+;?;39
active;Other;Nov 2016 to Nov 2017;North East;Region;All;16+;?;54
active;Other;Nov 2017 to Nov 2018;North East;Region;All;16+;?;?
active;Other;Nov 2018 to Nov 2019;North East;Region;All;16+;?;?
active;Other;Nov 2019 to Nov 2020;North East;Region;All;16+;?;?
active;Other;Nov 2021 to Nov 2022;North West;Region;All;16+;53;210
active;Other;Nov 2020 to Nov 2021;North West;Region;All;16+;559.083.193;198
active;Other;Nov 2015 to Nov 2016;North West;Region;All;16+;50.4;173
active;Other;Nov 2016 to Nov 2017;North West;Region;All;16+;55.9;174
active;Other;Nov 2017 to Nov 2018;North West;Region;All;16+;47.6;170
active;Other;Nov 2018 to Nov 2019;North West;Region;All;16+;59.9;155
active;Other;Nov 2019 to Nov 2020;North West;Region;All;16+;41.7;190
active;Other;Nov 2021 to Nov 2022;South East;Region;All;16+;61.2;231
active;Other;Nov 2020 to Nov 2021;South East;Region;All;16+;583.130.307;229
active;Other;Nov 2015 to Nov 2016;South East;Region;All;16+;52.5;250
active;Other;Nov 2016 to Nov 2017;South East;Region;All;16+;62.5;205
active;Other;Nov 2017 to Nov 2018;South East;Region;All;16+;63.6;188
active;Other;Nov 2018 to Nov 2019;South East;Region;All;16+;59;210
active;Other;Nov 2019 to Nov 2020;South East;Region;All;16+;59.1;252
active;Other;Nov 2021 to Nov 2022;South West;Region;All;16+;62.1;70
active;Other;Nov 2020 to Nov 2021;South West;Region;All;16+;705.573.177;60
active;Other;Nov 2015 to Nov 2016;South West;Region;All;16+;67.7;80
active;Other;Nov 2016 to Nov 2017;South West;Region;All;16+;59.1;92
active;Other;Nov 2017 to Nov 2018;South West;Region;All;16+;49.5;65
active;Other;Nov 2018 to Nov 2019;South West;Region;All;16+;63.2;73
active;Other;Nov 2019 to Nov 2020;South West;Region;All;16+;70.9;55
active;Other;Nov 2021 to Nov 2022;West Midlands;Region;All;16+;47.6;152
active;Other;Nov 2020 to Nov 2021;West Midlands;Region;All;16+;549.108.884;113
active;Other;Nov 2015 to Nov 2016;West Midlands;Region;All;16+;65.2;103
active;Other;Nov 2016 to Nov 2017;West Midlands;Region;All;16+;52.1;112
active;Other;Nov 2017 to Nov 2018;West Midlands;Region;All;16+;67.8;98
active;Other;Nov 2018 to Nov 2019;West Midlands;Region;All;16+;56.8;87
active;Other;Nov 2019 to Nov 2020;West Midlands;Region;All;16+;39.3;84
active;Other;Nov 2020 to Nov 2021;Yorkshire And The Humber;Region;All;16+;501.652.888;107
active;Other;Nov 2015 to Nov 2016;Yorkshire And The Humber;Region;All;16+;60.2;70
active;Other;Nov 2016 to Nov 2017;Yorkshire And The Humber;Region;All;16+;52.5;105
active;Other;Nov 2017 to Nov 2018;Yorkshire And The Humber;Region;All;16+;59.2;70
active;Other;Nov 2018 to Nov 2019;Yorkshire And The Humber;Region;All;16+;75.7;60
active;Other;Nov 2019 to Nov 2020;Yorkshire And The Humber;Region;All;16+;57.5;81
active;Other;Nov 2021 to Nov 2022;Yorkshire and the Humber;Region;All;16+;39.6;90
fairly active;All;Nov 2021 to Nov 2022;East;Region;All;16+;11. Jun;22533
fairly active;All;Nov 2020 to Nov 2021;East;Region;All;16+;119.001.934;22502
fairly active;All;Nov 2015 to Nov 2016;East;Region;All;16+;13. Jun;26006
fairly active;All;Nov 2016 to Nov 2017;East;Region;All;16+;12. Jun;25806
fairly active;All;Nov 2017 to Nov 2018;East;Region;All;16+;13. Feb;23735
fairly active;All;Nov 2018 to Nov 2019;East;Region;All;16+;13;23767
fairly active;All;Nov 2019 to Nov 2020;East;Region;All;16+;11. Aug;22797
fairly active;All;Nov 2021 to Nov 2022;East Midlands;Region;All;16+;11. Mai;19268
fairly active;All;Nov 2020 to Nov 2021;East Midlands;Region;All;16+;119.208.691;21550
fairly active;All;Nov 2015 to Nov 2016;East Midlands;Region;All;16+;12. Mrz;22543
fairly active;All;Nov 2016 to Nov 2017;East Midlands;Region;All;16+;12. Jun;22176
fairly active;All;Nov 2017 to Nov 2018;East Midlands;Region;All;16+;12. Mai;21557
fairly active;All;Nov 2018 to Nov 2019;East Midlands;Region;All;16+;12. Jun;21290
fairly active;All;Nov 2019 to Nov 2020;East Midlands;Region;All;16+;11. Jul;21242
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;16+;11. Jan;177551
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;16+;114.855.095;177273
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;16+;12. Apr;198911
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;16+;12. Mai;196635
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;16+;12. Feb;179747
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;16+;12. Feb;181535
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;16+;11. Mai;177735
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;16-24;08. Jul;11027
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;16-24;105.909.776;11143
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;16-24;08. Sep;13145
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;16-24;09. Mai;12688
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;16-24;9;10941
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;16-24;09. Apr;11329
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;16-24;09. Jul;11924
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;16-74;10. Aug;86992
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;16-74;10.971.316;85596
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;16-74;12. Mai;95199
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;16-74;12. Feb;95352
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;16-74;12. Feb;87913
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;16-74;11. Sep;89414
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;16-74;11. Mrz;85907
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;16-74;12. Jun;37420
fairly active;All;Nov 2020 to Nov 2021;England;Country;All;16-74;127.300.321;38522
fairly active;All;Nov 2015 to Nov 2016;England;Country;All;16-74;13. Aug;45047
fairly active;All;Nov 2016 to Nov 2017;England;Country;All;16-74;13. Aug;45857
fairly active;All;Nov 2017 to Nov 2018;England;Country;All;16-74;13. Jan;41467
fairly active;All;Nov 2018 to Nov 2019;England;Country;All;16-74;13. Jan;41050
fairly active;All;Nov 2019 to Nov 2020;England;Country;All;16-74;12. Jan;39950
fairly active;All;Nov 2021 to Nov 2022;England;Country;All;16-74;11. Feb;16039
